Description Adipose_Subcutaneous Adipose_Visceral_Omentum Adrenal_Gland Artery_Aorta Artery_Coronary Artery_Tibial Bladder Brain_Amygdala Brain_Anterior_cingulate_cortex_BA24 Brain_Caudate_basal_ganglia Brain_Cerebellar_Hemisphere Brain_Cerebellum Brain_Cortex Brain_Frontal_Cortex_BA9 Brain_Hippocampus Brain_Hypothalamus Brain_Nucleus_accumbens_basal_ganglia Brain_Putamen_basal_ganglia Brain_Spinal_cord_cervical_c-1 Brain_Substantia_nigra Breast_Mammary_Tissue Cells_Cultured_fibroblasts Cells_EBV-transformed_lymphocytes Cervix_Ectocervix Cervix_Endocervix Colon_Sigmoid Colon_Transverse Colon_Transverse_Mixed_Cell Colon_Transverse_Mucosa Colon_Transverse_Muscularis Esophagus_Gastroesophageal_Junction Esophagus_Mucosa Esophagus_Muscularis Fallopian_Tube Heart_Atrial_Appendage Heart_Left_Ventricle Kidney_Cortex Kidney_Medulla Liver Liver_Hepatocyte Liver_Mixed_Cell Liver_Portal_Tract Lung Minor_Salivary_Gland Muscle_Skeletal Nerve_Tibial Ovary Pancreas Pancreas_Acini Pancreas_Islets Pancreas_Mixed_Cell Pituitary Prostate Skin_Not_Sun_Exposed_Suprapubic Skin_Sun_Exposed_Lower_leg Small_Intestine_Terminal_Ileum Small_Intestine_Terminal_Ileum_Lymphode_Aggregate Small_Intestine_Terminal_Ileum_Mixed_Cell Spleen Stomach Stomach_Mixed_Cell Stomach_Mucosa Stomach_Muscularis Testis Thyroid Uterus Vagina Whole_Blood 
ARMCX5 6.77176 4.46766 6.00621 6.90598 6.25206 7.05974 6.54465 1.84703 2.47007 1.77149 3.67703 3.45321 3.06519 3.83835 2.24369 3.26869 2.19994 1.49428 3.64746 2.30386 7.25715 5.31802 6.85687 9.29259 9.69019 4.81697 5.11735 5.43031 4.65594 4.08383 4.63493 5.6281 4.33589 8.57782 2.63302 1.31965 3.41327 6.69894 3.02874 3.60527 3.79025 6.83685 6.35612 8.09636 1.84273 7.71694 11.0158 4.68439 5.22743 7.79621 4.34021 8.87866 9.18585 7.24423 7.66523 6.10449 9.48658 6.35302 5.73867 5.30543 5.91491 5.04891 3.56516 3.87558 11.7114 9.05787 7.85773 0.727231 
ARMCX5-GPRASP2 2.03556 2.28032 1.65774 3.58137 3.37751 3.91994 3.43975 2.74547 3.31054 2.84175 7.33226 6.10438 3.07464 4.00136 2.34757 2.21359 3.82049 2.13636 1.59737 1.46925 2.43348 2.369 1.42835 3.49964 4.37138 3.07878 2.04553 1.24744 1.0167 1.92072 2.66097 1.62319 2.34981 4.65751 1.17042 0.554258 0.955988 2.12456 0.822932 1.02224 0.894976 1.52901 2.13826 2.32113 0.69902 3.14877 4.6145 1.22796 1.18013 3.22021 1.33342 4.3427 3.31696 2.27512 2.13179 1.91669 2.02343 1.61516 1.73253 1.64802 1.58667 1.11935 2.4749 1.45354 3.64499 4.2232 3.17879 0.231361 
GPRASP1 15.8563 12.0322 16.8454 38.2008 29.0081 28.6795 41.3396 18.1298 34.0302 26.3057 133.084 135.007 57.0147 59.3635 19.8865 45.3954 42.7788 18.7653 15.3376 16.9947 18.245 2.2814 0.842244 37.4557 76.6488 44.0883 17.5881 8.55039 3.28277 39.652 31.0207 4.39096 24.3998 61.1683 15.3133 4.3141 7.80246 14.0826 1.91849 1.19147 0.9846 17.4676 13.1222 14.2289 3.46511 38.0418 118.624 3.41187 3.28255 41.7826 3.58503 86.3731 39.5318 7.63026 8.92589 22.1077 38.7309 16.835 19.3405 6.63843 9.81474 2.10002 33.4247 11.362 59.8985 71.4986 31.4623 1.00111 
GPRASP2 8.97573 9.26898 15.0094 16.0628 13.2122 14.7093 15.7172 15.8421 28.8498 19.549 60.6193 55.1512 34.0911 50.9774 16.1983 42.2403 31.3694 14.5868 11.5968 12.626 11.3957 9.64646 0.70571 17.8915 44.1412 16.3217 6.95649 4.38854 1.4754 14.9524 12.6308 4.83643 11.1982 30.0048 10.1006 5.62286 7.42987 12.0207 3.67656 4.28268 4.99394 6.87033 8.95695 9.77375 3.28921 13.9561 59.7943 4.77975 5.10249 28.6006 4.46972 45.4238 17.0924 7.66247 8.24077 4.64074 4.04683 3.78185 7.81444 4.33489 4.82821 2.46147 13.0406 10.4489 23.8716 33.3558 13.6027 0.255401 
ENSG00000239407 1.77496 1.63337 1.19737 1.52435 1.46513 1.33483 2.00517 0.546497 0.685401 0.505501 1.36732 2.35737 1.05196 0.860911 0.587431 0.820901 0.580464 0.424775 0.976723 0.722584 1.73928 3.52289 2.5787 2.09 2.50343 1.70956 1.03953 0.401758 0.291521 0.877863 1.67489 1.05108 1.66803 2.56063 0.723622 0.329149 0.671918 1.25349 0.471821 0.228764 0.406427 0.658715 1.50561 1.7056 0.304164 2.04254 2.20248 0.612285 0.238181 0.611282 0.295766 1.94307 1.54579 1.13743 1.20577 1.06945 0.749224 0.521542 0.733649 1.00061 0.704835 0.291907 0.640753 0.825104 2.94974 2.50626 1.90379 0.041457 
BEX1 1.50741 2.00604 11.2778 2.00732 2.30109 1.73761 1.65762 383.978 528.445 323.007 574.089 461.79 487.645 720.423 291.205 634.967 510.96 279.906 106.673 202.096 2.68148 138.746 0.17953 2.02982 13.4807 16.1017 6.29996 3.51851 0.59905 9.74312 7.24367 0.565196 4.42691 15.881 10.8479 2.37444 7.36196 5.43425 1.25716 0.984223 2.03552 17.4652 4.59478 1.56945 0.326227 8.08031 37.2496 34.4761 27.4389 483.094 41.7227 753.11 8.27378 0.718064 1.0689 6.58857 1.41285 6.86629 3.52932 9.36768 8.66456 7.16499 21.0341 202.101 39.7688 17.4963 2.03144 2.08286 
NXF3 1.77517 1.35274 1.64058 0.761699 0.905382 0.383819 0.476988 0.060159 0.04788 0.04958 0.037121 0.0550835 0.068977 0.048799 0.093921 0.094285 0.056157 0.048247 0.207866 0.105732 0.507282 0.901602 0 0.51948 0.880085 0.307021 0.51304 0.358512 0.449606 0.459577 0.426853 0.275288 0.388233 5.94487 0.699225 0.121561 1.63885 0.693581 1.15278 0.910298 0.461005 2.712 12.5945 2.43873 0.0732135 0.826908 0.53974 0.252894 0.263238 0.091433 0.255114 0.402522 0.246851 0.155597 0.254342 6.70116 0.85512 7.3741 1.89357 0.341201 0.325446 0.229869 0.318488 224.905 0.40843 0.168679 0.368672 0.367159 
BEX4 38.5763 50.2302 80.1718 125.324 72.0591 75.3504 87.5398 219.171 286.892 215.992 365.227 272.067 212.33 370.395 214.47 331.551 306.473 184.383 271.925 196.879 68.6057 22.0529 17.0262 94.897 125.384 108.288 51.6611 35.7548 21.7276 94.4139 92.3746 52.8886 82.9113 110.304 68.1531 32.8522 65.3123 97.3936 4.40873 1.88101 3.67436 74.9769 70.507 83.3506 3.46924 87.9342 167.156 15.434 12.6473 126.743 15.5258 244.824 121.019 40.0592 38.7681 48.9373 59.6863 43.7664 86.9971 33.2701 40.5018 21.745 107.845 85.687 197.452 129.519 81.5534 10.0824 
TCEAL8 60.3525 57.0749 65.7606 111.559 95.0699 91.1248 66.9231 48.0266 56.3032 44.2445 94.0842 62.2027 44.9012 73.0986 42.8628 57.7647 51.3586 39.3964 68.4981 51.6483 61.3644 143.343 70.8897 69.6806 95.8456 76.2703 51.6556 39.3135 28.3148 51.3608 60.7559 40.2474 56.0399 81.0476 45.2628 30.2739 38.6982 56.0694 13.7143 14.158 17.1252 69.8634 62.9858 55.4469 8.14511 77.6689 89.4243 25.037 22.4911 82.4172 24.919 102.203 68.7166 50.9991 52.8871 47.7908 39.5259 48.3187 59.5449 40.9713 39.0386 31.4914 61.6868 62.0993 77.1475 94.1889 66.3592 7.97959 
TCEAL5 0.208838 1.39582 0.836478 13.6834 2.54785 1.40725 2.08666 67.5806 108.023 73.281 209.363 158.004 108.388 148.18 60.9592 90.4714 110.705 60.9214 43.6935 42.1595 2.65525 0.081709 0.061502 8.30435 16.3385 3.86118 1.8696 1.05471 0.0932465 2.85852 2.36686 0.390716 1.64853 6.40599 2.31657 0.349691 0.301112 0.421225 0.0474725 0 0 0.608037 0.541268 1.43372 0.0872525 1.51521 9.71292 0.441292 0.16206 23.8252 0.919766 124.968 6.10504 0.590102 0.434303 1.45604 0.635671 1.16149 0.157825 0.916881 0.877878 0.258727 2.37945 146.148 4.82977 13.9157 6.65086 0.054993 
BEX2 1.362 5.28292 56.7564 14.1018 4.55857 5.58976 10.8082 138.434 210.778 145.145 279.43 227.223 183.333 264.898 136.543 217.841 234.454 117.051 72.4935 97.5304 12.5673 0.464566 3.73054 13.6538 37.6914 11.3448 10.2472 10.1198 7.1046 12.9145 9.11051 9.48199 6.75249 29.7053 17.366 0.970619 33.8112 47.2636 0.806875 0.628127 0.690842 23.4457 15.1405 30.1798 2.7288 4.57538 91.5267 15.9087 17.9817 143.4 21.1129 264.104 34.2382 17.1874 20.6244 16.1416 55.6038 22.2872 23.8873 14.4272 16.8307 17.3371 13.0426 70.752 140.305 43.5837 13.0405 2.65785 
TCEAL7 7.11295 10.4047 3.0042 23.9389 15.8203 19.3187 13.7816 73.9158 91.4853 53.0084 162.204 109.286 77.0377 129.686 69.469 131.009 61.2232 49.5411 136.576 85.3815 13.7147 18.8964 0.078264 28.8862 47.2495 29.1276 11.6235 6.20534 1.32595 21.8707 16.685 2.41135 14.9052 36.1332 9.79915 2.84749 3.39068 3.98461 0.865501 0.227078 0.324791 6.44925 9.4397 4.42726 1.33311 25.4053 47.8837 0.606179 0.317802 3.51747 0.640737 65.9412 13.801 2.35755 2.04975 8.24496 4.69235 6.35055 5.57632 3.8822 4.84829 0.839508 19.4864 3.45019 7.28549 62.1189 22.0608 0.047138 
TCEAL9 57.1421 77.9632 137.476 122.681 90.9804 83.9043 64.831 21.2614 22.2365 17.2663 46.4116 36.5797 18.6338 25.1641 22.224 31.6688 17.6359 15.4329 40.0943 26.7699 72.765 169.069 9.17251 80.4047 88.0454 48.6127 44.7973 40.8388 27.8451 38.026 53.9761 33.7756 46.4568 86.4173 34.6874 16.219 39.9206 64.9275 8.48544 4.83123 7.77675 56.3106 83.9828 38.201 4.47504 79.9956 330.138 16.2865 14.7206 39.0056 17.6084 86.4651 65.3218 29.1272 33.6129 25.2074 12.5142 23.5938 44.7925 41.214 32.8411 23.1215 57.7078 58.567 119.646 89.1451 61.6364 0.648645 
BEX3 91.1879 125.217 356.002 301.351 213.546 182.406 172.133 333.533 498.053 343.207 464.653 403.76 425.848 621.392 323.43 540.928 505.635 298.041 288.054 320.349 143.622 399.869 7.19031 195.791 281.098 163.365 90.2527 63.7657 35.2622 136.307 173.347 73.2752 138.639 296.165 158.489 90.3884 149.625 265.766 36.9538 33.1125 33.9943 112.31 174.02 90.1228 8.86959 229.017 720.991 45.7291 45.7977 267.125 60.1329 531.172 235.428 72.0511 75.2344 52.366 34.3034 50.5122 128.435 69.9511 77.5043 43.7333 220.782 228.93 443.152 255.272 147.001 12.5738 
RAB40A 0.6393 1.66326 0.906587 1.31207 1.42742 0.816876 1.68931 0.361683 0.427497 0.744072 0.62433 0.87138 0.647398 0.585779 0.396889 0.742662 2.28413 0.59093 0.514815 0.358106 0.824355 1.80847 0.701629 1.62543 3.09039 0.608477 0.48021 0.323011 0.273924 0.652926 1.409 0.945674 1.4824 2.53311 0.360888 0.105191 0.50307 1.13151 0.118724 0.080693 0.070824 0.816421 1.57516 0.400435 0.081962 2.83051 5.14867 0.177481 0.241613 0.685816 0.221317 2.79762 2.38287 0.416611 0.465802 0.400406 0.287382 0.25738 0.61064 0.523067 0.513814 0.197728 0.534708 4.1002 1.04261 3.93046 1.35456 0 
TCEAL4 110.966 115.705 140.642 412.912 375.141 289.612 388.623 85.3672 90.9332 84.3788 114.793 99.6612 93.3977 115.11 84.3428 100.07 98.0774 77.5399 165.483 95.9003 123.017 172.742 44.3227 356.46 515.845 153.394 80.6931 71.2408 21.7314 143.138 379.6 69.2718 335.646 465.25 71.9867 39.1665 63.1681 87.0462 33.6514 32.1725 39.9628 120.185 150.428 64.746 30.6669 267.831 773.95 29.0655 27.2637 87.0378 35.1187 153.937 255.18 105.993 101.217 67.3984 48.1685 61.8274 99.3754 68.9934 98.5593 39.3528 260.568 113.672 137.775 727.101 227.456 3.97739 
TCEAL3 34.4344 34.6901 48.6496 182.982 142.795 132.579 128.035 71.5194 72.5799 60.1978 119.528 97.3967 71.375 96.3986 69.4356 104.187 71.8148 63.3751 135.041 95.9583 40.8987 76.7151 22.5694 93.4406 145.735 66.8427 31.2343 25.9083 6.88791 75.1842 136.399 17.6278 122.308 159.225 32.171 13.9423 21.5092 40.2758 3.18489 2.24557 3.29779 36.1206 52.3229 30.6715 8.33159 84.7809 179.3 12.0986 10.4441 51.9119 13.6085 108.866 93.881 26.3984 29.4865 23.1308 15.1955 20.9347 42.1179 28.6377 40.3204 16.984 116.894 40.5362 60.5634 197.911 64.4905 3.7545 
TCEAL1 49.764 40.1636 69.6317 169.168 155.314 151.346 155.395 33.5395 48.7657 29.2651 98.9912 79.6309 46.5186 64.8381 33.8605 52.8127 38.5574 22.6459 31.6812 27.887 53.0296 36.114 22.4087 128.858 214.937 89.9314 42.355 38.6751 15.1688 107.95 148.335 23.2272 120.615 220.836 25.7858 15.2438 19.5569 28.3285 11.1411 13.034 13.3978 66.6644 56.1391 22.6792 33.3911 89.4173 318.441 11.7139 13.3957 45.9132 13.8035 60.0622 96.0618 24.3993 24.3594 34.0335 31.6729 34.4792 42.0229 28.8487 47.9239 17.8256 157.141 37.9673 54.3423 293.169 89.0526 1.96652 
MORF4L2 150.883 186.463 211.001 413.096 324.381 259.548 218.67 127.952 178.154 113.946 305.307 202.594 148.904 256.647 127.256 225.972 143.27 87.9483 186.661 118.61 178.612 474.072 170.705 309.157 441.332 158.019 126.242 123.956 95.4912 170.407 211.537 143.939 197.408 392.315 104.59 59.9167 87.5789 105.065 107.504 138.485 154.638 219.724 218.871 127.019 111.8 214.945 651.451 73.7449 94.874 191.907 87.7864 329.28 237.644 142.983 132.82 120.684 117.209 133.36 129.552 112.804 127.466 76.6868 226.127 134.279 215.009 464.509 232.034 25.9977 
MORF4L2-AS1 1.4755 0.589973 0.714604 1.73695 1.48621 1.45432 2.28783 0.360388 0.312363 0.439916 2.215 2.57352 0.430687 0.370618 0.42125 0.581102 0.376575 0.371455 0.942631 0.481546 1.72322 1.05724 1.49498 3.07484 6.68649 1.22419 1.25524 0.975284 1.15827 1.04939 1.37458 0.697037 1.13461 3.73785 0.373118 0.256379 0.553054 2.03957 0.375066 0.413515 0.242327 1.82135 1.14101 1.79844 0.384715 5.50112 8.93231 1.11649 1.47725 2.08293 0.878041 2.70135 2.36015 1.38403 1.84145 2.2131 4.74844 1.89828 2.21005 1.20717 1.11564 0.860701 0.664328 1.77797 4.23775 5.69215 2.24647 0.102591 
TMEM31 0.431341 0.315342 0.22021 0.525605 0.534147 0.398133 0.30201 0.686476 0.592398 0.831576 1.06809 0.941549 0.619079 0.757825 0.908706 1.51567 1.11519 0.846027 1.83969 1.05696 0.571662 0.254967 0.09877 0.86158 1.61509 0.331152 0.175149 0.142079 0.200794 0.151242 0.358068 0.13522 0.266719 1.56366 0.172654 0.0756015 0.27285 0.910221 0.104006 0.132499 0.10565 0.632911 0.358633 0.236254 0.159008 2.27777 2.07715 0.0794115 0.172271 0.291853 0.112254 1.04783 0.691512 0.336483 0.42461 0.248725 0.421216 0.21727 0.39464 0.137243 0.083026 0.045751 0.396764 156.401 0.463651 1.41573 0.564188 0 
PLP1 3.59855 2.41511 1.57612 3.54271 14.4993 4.06524 12.766 867.845 235.025 710.432 161.364 155.263 313.827 377.556 1352.8 699.243 414.907 1002.73 7602.85 1899.3 3.51687 2.45729 0.135749 7.61027 7.44554 61.834 19.1118 7.50471 2.46218 21.8785 34.3749 3.66618 38.2746 7.96341 12.8236 1.88362 0.432818 1.59318 0.31904 0.096036 0.197198 3.40178 0.913424 4.28448 0.710925 461.887 3.87778 0.676389 0.465854 0.29491 0.820289 1.83293 16.2877 7.8276 7.48827 8.20273 0.566813 5.62869 0.220586 5.15447 4.55162 0.851459 17.4158 29.2335 3.21979 4.36088 14.0918 0.289604 
RAB9B 2.69316 1.34396 1.43425 10.2188 13.2808 14.6182 13.843 5.4669 7.78423 7.28699 37.3907 30.0271 7.95331 12.8808 5.28068 11.11 13.2945 5.10388 4.87968 3.90821 1.81657 0.651363 0.653241 3.22159 8.48042 12.9552 3.81728 1.94049 0.595734 8.52363 14.4925 1.58333 13.3567 19.3984 8.43892 8.02104 0.295309 0.452302 0.0884315 0.017217 0.04103 1.74568 1.4472 0.764805 3.80877 5.02762 13.0885 0.717124 0.808001 8.56102 0.865027 10.7369 6.30613 0.581208 0.817181 2.09459 2.13449 1.43322 0.817447 1.79098 2.16866 0.640464 8.4296 2.61116 2.33855 11.2253 2.34961 0.063246 
SLC25A53 0.762422 0.80617 0.58118 1.15014 1.27598 1.43888 1.07758 0.861809 0.919984 0.826048 1.05163 1.05103 0.947276 1.03868 0.880944 0.975023 1.07655 0.739697 1.15142 0.947309 0.817465 0.845644 2.07862 1.13281 1.31457 0.760431 0.78522 0.684111 0.697544 0.443432 0.825797 0.574037 0.812284 1.19415 0.459759 0.470683 0.449331 0.731328 0.307523 0.342463 0.350126 1.49572 1.08656 0.673008 0.31703 1.18995 1.57709 0.460446 0.331223 6.30053 0.46385 1.07328 1.01432 0.48546 0.487009 1.50157 6.48228 2.27165 2.68643 0.680207 0.595754 0.505458 0.582375 1.41204 1.14653 1.28302 1.00172 0.696416 
ZCCHC18 1.52241 0.792687 0.422999 3.78428 3.84705 8.71267 2.28156 3.41585 4.49023 2.94957 11.8444 11.8116 5.16719 4.92257 3.13773 7.60568 5.44317 1.91586 2.18551 2.04637 1.03557 0.519703 0.896128 3.14542 6.80583 2.19 1.25006 0.764382 0.571743 2.00102 3.21422 0.575207 2.53829 4.74079 0.59501 0.392888 0.311299 0.970375 0.10644 0.050096 0.042022 2.06539 1.27177 0.508185 0.112562 3.56485 11.7536 0.252812 0.234359 8.99304 0.336958 3.69245 2.21807 0.343553 0.55672 2.96692 23.0226 5.40702 5.2943 0.811435 0.818967 0.319159 1.95475 3.52595 0.847881 6.11346 2.1628 0.546082 
FAM199X 20.3537 18.181 14.046 22.506 19.2716 22.9904 14.6201 15.4942 18.2914 16.0162 27.2064 20.1034 14.3741 23.7401 13.644 19.4058 17.756 12.7 19.0904 16.2022 19.1541 13.5382 15.586 15.7208 18.7846 14.4463 12.3867 11.084 10.0227 10.1143 14.8109 11.8821 14.6786 18.6704 6.49121 4.08579 10.3319 11.4254 5.2534 5.48125 5.23345 17.2104 16.5835 13.6596 7.93506 25.9352 24.9923 8.25286 8.25481 11.158 7.2105 18.0912 14.8579 12.371 12.5771 12.6033 15.6808 11.3107 12.1264 10.2782 8.94467 6.80967 9.93817 15.0935 23.4459 24.3175 16.9904 4.07694 
NRK 0.413654 0.894891 15.5011 4.37914 3.20032 1.80023 0.432281 0.024103 0.011603 0.0246755 1.83822 5.52983 0.018643 0.015895 0.013468 0.018141 0.008035 0.004904 0.024694 0.010943 0.727738 1.34839 0.002863 0.742812 2.27912 1.64351 0.373172 0.182151 0.0065645 0.978249 2.61674 0.069886 2.96255 2.1828 0.279575 0.637372 1.43096 5.75315 0.042808 0.031765 0.03306 0.62875 0.2956 0.374793 0.0512545 0.47911 42.6187 0.116488 0.081005 0.033319 0.134998 0.409598 1.80749 0.080016 0.110508 0.10757 0 0.056582 0.010536 0.096034 0.312346 0.009419 2.06744 2.48595 0.384925 1.92285 0.522675 0 
SERPINA7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040418 0.0299085 0 0 0 0 0 0 0 0.0277675 0 51.4088 113.519 145.121 21.4163 0 0 0 0 0.079495 0.0613795 0.082489 0.023291 0.106043 0 0 0 0 0.207813 0 0.3498 0 0 0 0 0 0.0646435 0 0 0 0 
PWWP3B 0.762613 3.55584 4.29325 0.185644 0.476355 0.144219 0.439646 1.55993 2.07865 0.278661 0.134492 0.175815 4.37945 6.06228 1.59233 3.0368 0.234637 0.266738 0.491364 0.617636 1.30102 0.21598 0 10.8488 32.7643 0.172637 0.172489 0.146538 0.139275 0.137173 0.158856 0.0237355 0.140005 17.9847 2.21649 2.33021 0.728096 0.144626 0.749157 0.804602 1.03981 21.3481 0.258251 0.16591 3.66908 8.57102 219.652 6.65765 5.17544 2.12076 5.00373 8.18686 2.24243 0.170089 0.137158 0.094264 0 0.0792665 0.020227 1.12446 1.69349 1.64113 0.167981 36.2316 19.9127 23.5713 2.76417 0 
RADX 1.59745 0.951416 1.97148 1.8523 1.0775 1.11228 2.36882 2.82085 2.86541 3.27297 0.713908 0.902039 2.16876 2.55198 2.80612 17.3723 8.98605 2.23356 4.30071 3.00481 1.66275 3.47318 8.31688 4.18759 7.72261 1.87058 1.26127 0.979735 0.865054 1.76294 1.26204 1.20914 0.879544 3.81093 0.812635 0.301521 1.166 2.10123 0.706547 1.03372 0.700206 3.93948 2.54353 1.14862 0.971919 6.62711 10.6601 1.01379 0.824654 23.4286 1.18898 30.1393 1.23142 2.73213 3.16753 2.20725 8.44929 2.68663 3.20172 1.65232 1.81819 1.57867 1.13584 4.6985 5.51026 6.0116 2.63071 0.291857 
RNF128 0.234449 0.11537 33.577 0.054708 0.066907 0.052077 4.64261 2.20497 3.19769 1.86845 0.914097 0.655583 1.94569 4.37089 2.25091 5.90291 5.06566 1.42295 0.95133 2.1154 1.27063 1.25221 0 1.21393 0.070176 0.137033 7.43195 13.0668 12.5203 0.817009 0.087667 5.74102 0.093402 0.064749 0.340804 0.0624005 7.22869 6.56043 28.3447 14.5925 19.7597 19.3215 7.28864 13.8067 2.96645 1.16719 1.19356 7.20385 4.59304 24.114 5.27623 10.4586 1.6629 7.58601 7.06877 10.566 0.22981 13.0271 0.064503 17.7711 17.9983 17.0627 0.0719545 0.512085 25.8822 0.054811 2.82827 0 
TBC1D8B 1.91895 2.14478 11.8107 3.5131 3.01622 2.62087 2.21142 0.488572 0.3345 0.70807 0.129472 0.176291 0.49782 0.480742 0.736517 0.606501 0.714476 0.741564 0.773077 0.61174 2.25674 11.6774 2.51738 2.87327 4.19509 2.08415 2.37739 2.15462 2.33949 1.09614 1.67116 1.45816 1.47788 3.04822 1.27008 0.386655 1.773 2.40176 2.2228 2.04281 2.12095 2.8728 2.25895 4.01923 0.202843 3.37378 4.35211 2.2978 2.20936 6.88286 1.9826 7.88093 3.47154 0.889699 0.855907 2.44562 0.958841 1.81683 1.29428 2.81232 2.67226 2.23291 0.831449 4.34956 5.46568 3.50065 3.18629 0.072638 
MORC4 12.0393 12.7244 25.3971 14.9752 12.1516 13.7509 9.99971 2.33208 1.70316 2.51478 5.20306 5.01655 1.89569 1.85147 2.50063 2.7309 2.27238 2.14079 4.52004 3.17288 11.7138 21.7959 0.261044 16.9231 17.409 8.21337 6.38196 5.07866 3.23991 6.67005 10.5971 9.87332 8.72263 20.0917 4.33723 1.43639 4.33561 6.44818 4.59584 9.46706 11.9582 9.39728 12.7285 10.054 5.1455 18.8759 20.667 6.1923 5.88895 3.4677 6.16161 8.72428 12.7315 15.183 14.4398 6.98205 5.29965 6.06281 4.26961 7.16876 7.14116 5.21443 8.16568 20.3359 14.1971 18.7577 16.5019 0.511488 
CLDN2 0.367875 0.545875 2.69645 0.197293 0.152539 0.164872 0.098717 0.024449 0.029737 0.0275775 0.03136 0.045862 0.0319415 0.031035 0.076821 0.042573 0.039651 0.0221605 0.0633535 0.050764 0.389973 0.0644335 0 0.0747105 0.108208 0.156636 0.189847 0.229728 0.230516 0.220967 0.116919 0.081487 0.082225 0.324599 0.035229 0.015382 42.5752 9.93438 26.0402 50.7175 49.7535 8.81564 0.23116 0.206042 0.057366 0.139287 0.074136 4.38942 1.56869 2.75652 6.44625 0.20072 0.159085 0.544378 0.481128 23.8781 1.19915 47.9703 0.02005 0.30622 0.583874 0.453903 0.119515 0.190389 0.337 0.098732 0.134825 0 
RBM41 4.64251 4.15755 4.63822 5.24686 5.27294 6.42917 6.68836 2.27706 2.53416 2.78175 11.6922 9.30677 2.97868 3.42942 2.79093 3.01444 2.85181 2.4887 4.38249 2.99531 4.9627 5.77144 7.74301 6.45006 8.0422 7.56723 5.38319 4.46323 4.37069 5.04728 5.91302 4.77344 6.11679 8.48818 2.40063 2.02738 3.66599 5.6771 3.25494 2.8367 2.43037 6.57829 5.21998 5.81782 4.22519 7.56019 6.91418 2.37603 2.7176 3.17658 2.23808 7.139 6.82085 5.06611 4.86559 6.56495 6.35183 5.78166 4.80844 3.17957 3.05598 1.89461 4.55631 12.7894 12.1641 8.28722 6.86876 0.664707 
NUP62CL 0.219545 0.330416 5.21809 0.17252 0.192787 0.128552 0.599882 0.271628 0.231217 0.374875 0.124953 0.135873 0.198904 0.187459 0.331965 0.752275 0.466798 0.144674 0.35157 0.399822 0.833843 0.0677085 1.80387 1.40683 0.750442 0.200795 1.12814 1.59055 1.3763 0.106282 0.253593 1.79843 0.239478 1.61008 0.180719 0.293965 3.04063 4.0362 0.663875 0.888013 0.918532 2.05231 0.974976 2.49446 0.04335 0.352513 0.918433 2.19666 1.87643 1.91259 2.0568 5.10378 0.926123 1.56582 1.41669 1.7268 0.836158 1.66464 0.411683 0.317206 0.412457 0.225141 0.101783 16.9403 8.5499 1.06777 1.8659 0.062533 
FRMPD3 0.0486725 0.104923 0.030396 0.119693 0.137829 0.046489 0.484306 1.72152 2.65445 1.10608 10.8608 12.1523 2.44069 2.22032 2.08402 4.05728 1.40574 0.523139 1.91247 1.98621 0.145155 0.037931 0.005855 0.241856 0.219875 0.129787 0.147295 0.06955 0.060333 0.092245 0.103385 0.142896 0.066201 0.936713 0.193418 0.014097 0.024715 0.019937 0.0150215 0.005365 0 0.20121 0.284193 1.09637 0.013181 0.126698 3.47 0.064945 0.02967 1.85569 0.107071 0.488526 0.535363 0.063252 0.071142 0.269616 0.702893 0.381751 0.228124 0.106004 0.181119 0.022759 0.76723 0.742097 8.84247 0.95669 0.22232 0.150084 
PRPS1 24.2375 23.2959 24.3322 32.4828 28.0823 32.8213 24.5611 15.164 20.7911 16.9069 44.6085 36.7549 20.743 26.2361 14.5912 26.1895 19.7515 12.259 23.2288 17.1024 22.3095 44.3457 60.9123 22.5354 33.3357 22.7655 15.1339 10.8202 5.5071 20.0297 21.3636 10.8529 21.301 28.9201 12.6447 9.28118 11.1882 14.216 15.5097 26.3319 25.7972 24.685 28.4611 17.2282 23.7766 32.0014 32.9057 7.8099 6.72202 47.491 9.05532 29.6043 19.4203 13.0937 13.7668 20.8854 40.1014 22.6546 27.6742 12.0308 12.1828 7.15953 20.9287 16.1701 37.3348 33.5915 20.607 11.0136 
TSC22D3 345.272 199.076 122.25 328.278 401.611 749.622 368.28 28.7107 33.7412 27.971 112.699 97.2774 43.6053 47.7598 27.0237 36.593 26.7183 27.2762 33.1335 35.7438 286.671 80.3674 35.9636 318.098 273.732 192.627 144.53 138.965 110.476 165.929 314.749 91.6566 260.562 242.074 92.3375 31.0264 62.1731 53.8086 31.1403 22.7115 23.6378 292.524 331.302 153.211 192.608 879.387 240.247 25.9413 28.7622 70.5386 40.0138 81.848 278.918 255.478 283.807 220.775 743.662 304.656 287.875 169.306 235.436 164.305 276.764 28.3777 237.628 251.79 274.59 377.759 
