Description Adipose_Subcutaneous Adipose_Visceral_Omentum Adrenal_Gland Artery_Aorta Artery_Coronary Artery_Tibial Bladder Brain_Amygdala Brain_Anterior_cingulate_cortex_BA24 Brain_Caudate_basal_ganglia Brain_Cerebellar_Hemisphere Brain_Cerebellum Brain_Cortex Brain_Frontal_Cortex_BA9 Brain_Hippocampus Brain_Hypothalamus Brain_Nucleus_accumbens_basal_ganglia Brain_Putamen_basal_ganglia Brain_Spinal_cord_cervical_c-1 Brain_Substantia_nigra Breast_Mammary_Tissue Cells_Cultured_fibroblasts Cells_EBV-transformed_lymphocytes Cervix_Ectocervix Cervix_Endocervix Colon_Sigmoid Colon_Transverse Colon_Transverse_Mixed_Cell Colon_Transverse_Mucosa Colon_Transverse_Muscularis Esophagus_Gastroesophageal_Junction Esophagus_Mucosa Esophagus_Muscularis Fallopian_Tube Heart_Atrial_Appendage Heart_Left_Ventricle Kidney_Cortex Kidney_Medulla Liver Liver_Hepatocyte Liver_Mixed_Cell Liver_Portal_Tract Lung Minor_Salivary_Gland Muscle_Skeletal Nerve_Tibial Ovary Pancreas Pancreas_Acini Pancreas_Islets Pancreas_Mixed_Cell Pituitary Prostate Skin_Not_Sun_Exposed_Suprapubic Skin_Sun_Exposed_Lower_leg Small_Intestine_Terminal_Ileum Small_Intestine_Terminal_Ileum_Lymphode_Aggregate Small_Intestine_Terminal_Ileum_Mixed_Cell Spleen Stomach Stomach_Mixed_Cell Stomach_Mucosa Stomach_Muscularis Testis Thyroid Uterus Vagina Whole_Blood 
CYFIP2 4.33243 4.18245 12.3967 29.1105 39.8802 47.6108 13.2752 47.8487 70.4696 54.7711 136.537 123.947 89.3051 95.9626 47.7652 38.3258 67.7939 43.2299 19.1836 24.4054 2.99178 4.15932 98.6817 5.6492 9.49172 7.1933 7.47762 5.48049 4.92039 4.42296 6.9876 1.57083 4.90906 9.50218 7.39946 5.21146 34.7369 72.5524 7.73433 4.89106 4.91853 13.2275 16.1964 3.22079 2.41659 10.1886 5.67576 2.23383 1.57811 29.2144 1.94739 64.4215 6.01431 2.66333 2.85878 13.792 71.8325 26.9106 40.9602 16.5866 16.8258 14.2345 15.6719 7.34479 11.5147 10.8883 4.36469 53.8081 
FNDC9 0.0256855 0.035715 0.087335 0.153729 0.186594 0.137705 0.179126 2.24695 5.09439 3.00852 16.2886 12.6739 9.56212 10.3537 1.82447 32.5756 18.1217 1.79963 1.09965 1.07757 0.014515 0 0.314518 0.0389425 0.09602 1.68794 0.546768 0.238173 0.0508755 0.984466 0.117236 0 0.103529 0.083149 0.05948 0.031367 0.088814 0.398548 0.0432975 0 0.015684 0.0786665 0.144078 0.032528 0.038367 0.127843 0.043302 0.0191085 0.027128 3.32892 0.0379325 21.2396 0.0861285 0.019682 0 0.400786 0.732052 0.492912 0.174033 0.068745 0.103834 0.020109 0.454143 0.0736585 0.06853 0.071463 0.05541 0.218487 
ADAM19 5.48858 6.46249 3.61466 10.9507 13.295 13.4559 26.7348 1.36758 2.32143 0.976882 13.9055 13.9019 3.35475 3.40945 1.45407 2.33286 0.895587 1.12128 3.86495 1.86027 4.02672 8.55153 11.0381 5.47324 10.3197 33.3142 15.7397 9.02316 4.97943 29.1144 23.1314 5.43328 25.9313 17.9232 13.4912 3.88674 1.13684 1.30014 3.83471 6.37462 4.71205 17.8722 18.7288 2.47452 1.24529 12.426 5.72503 0.425486 0.226779 0.413689 0.36193 2.83564 9.75762 1.52275 1.70478 24.9669 76.6438 30.5665 33.0485 7.04476 8.14963 2.45042 29.9552 3.1176 7.24512 11.1267 7.55924 30.1266 
NIPAL4 0.353577 0.114229 0.040242 0.297392 0.371534 0.222935 16.8521 1.4088 0.426106 1.50316 0.453476 0.656888 0.846591 0.74725 2.92193 1.54872 0.82198 2.14077 22.1913 5.32808 0.24376 0.0711165 0.336044 12.326 0.480566 5.41677 2.06783 1.58681 0.191406 8.18087 2.14504 18.0605 2.55377 0.130836 0.302351 0.0363425 0.0221715 0.056991 0.0173355 0.014081 0.019247 0.155593 0.436388 0.375804 0.088081 0.379533 0.05186 0.013474 0 0.37083 0 0.4214 1.95496 84.0236 84.0196 0.905852 1.58799 1.17637 0.396801 0.687475 2.19033 0.290051 14.7999 0.267002 0.288585 0.555802 21.7253 0.201734 
SOX30 0.0820485 0.089878 0.092791 0.132342 0.159497 0.155116 0.27559 0.038212 0.041874 0.038724 0.019438 0.030644 0.0339465 0.041011 0.043229 0.096284 0.076423 0.0323255 0.133298 0.055029 0.0819625 0.102427 0.057471 0.101754 0.144035 0.340259 0.335263 0.272919 0.237455 0.317151 0.199142 0.12541 0.249512 0.287321 0.157183 0.0340215 0.066198 0.180758 0.017648 0.00955 0.022171 0.15325 0.094173 0.073554 0.0123305 0.125186 0.117954 0.0236705 0.00872 0.23921 0 0.158916 0.231818 0.033037 0.0458755 0.290062 0.318354 0.171735 0.198397 0.071604 0.047808 0.015981 0.186209 138.914 0.14457 0.171643 0.0888165 0.028313 
C5orf52 0 0 0 0 0 0 0 0.046201 0.066274 0 0 0 0.0548135 0.07778 0 0.094349 0 0 0 0 0 0 0 0 0 0 1.50407 2.2048 2.91871 0.055294 0 0 0 0.073178 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833735 0 0 0.43155 0 0.442545 0 0 0 0 0 82.9398 0 0 0 0 
ENSG00000253798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.065564 0.159616 0.249585 0 0 0 0 0 0 0 0 0 0 0 0 0.0174795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044817 0 0.061003 0 0 0 0 103.938 0 0 0 0 
THG1L 9.27493 8.04178 9.71752 8.48783 10.0187 10.0625 17.2694 1.94681 2.22488 2.2176 4.22063 3.67982 2.7968 3.09985 2.01559 3.12786 2.23875 1.91117 3.31586 2.33658 9.02954 19.0282 22.4646 13.598 15.8098 15.2343 11.9401 12.9804 9.45753 15.6042 11.4712 9.5312 12.1979 13.2202 3.94099 2.4666 3.83652 5.68214 3.42852 5.11363 5.11953 10.4446 8.89906 6.70791 3.9918 10.3587 14.8634 4.68741 4.73657 5.2297 5.32667 8.21991 10.726 9.34424 9.35377 10.0876 14.6546 11.1711 8.15738 9.39432 11.446 7.85849 17.9598 13.9875 12.4098 16.7064 11.9006 2.52876 
LSM11 4.11094 2.64466 2.81817 6.19889 5.44772 4.71839 19.5263 2.85295 4.89127 1.31652 16.4609 13.0299 5.62831 9.07672 2.23328 4.02057 1.58761 1.02132 1.9837 1.86624 3.64249 3.79971 4.19487 7.35169 9.67709 11.5891 5.01352 4.42057 3.26205 10.9918 12.4925 3.15444 19.4697 7.88158 1.15825 0.708197 1.26759 1.96575 1.0476 0.908851 0.818962 3.67929 4.11653 3.12328 1.09641 4.05738 6.93698 1.41617 1.69192 1.92977 1.32735 4.39387 7.7593 3.06095 3.45842 4.16646 6.31151 3.74549 3.37122 2.758 2.98236 1.84635 5.53304 8.4325 3.07677 12.8976 6.6484 0.55401 
CLINT1 52.4455 43.3066 36.9562 40.9974 43.4733 46.7073 53.1819 11.3356 13.6564 13.773 20.6746 16.4117 11.9777 16.844 10.919 14.6156 15.1302 10.857 16.9624 12.5574 47.772 82.9485 48.5125 61.5153 44.8784 52.6129 53.4834 49.697 45.7736 40.622 37.1007 102.364 42.006 47.1388 22.5484 12.8704 30.3582 40.3611 34.0917 23.0841 28.0474 99.0294 56.1546 76.2443 33.2796 42.6832 44.913 23.3735 18.6792 35.2657 17.959 38.4194 39.247 64.0519 64.8179 52.9542 62.5635 50.1602 42.2467 42.962 41.0763 30.3295 34.1963 29.1149 65.4569 47.9817 77.328 15.8445 
EBF1 60.7633 33.4009 2.61688 29.2819 35.6218 51.0602 16.3736 1.11106 1.10938 2.86344 19.213 16.8627 1.12082 1.07327 1.18221 1.88645 1.64941 2.15646 2.43954 2.74858 34.3728 20.6815 14.8072 13.2638 21.576 8.30499 4.92046 2.53464 0.509538 3.83987 12.434 3.09162 10.1375 23.6866 6.29078 3.24549 2.7793 4.26318 0.27158 0.075898 0.107171 6.43776 8.09299 6.04416 2.97865 31.3927 14.9849 0.995898 0.562929 1.11184 0.951774 3.79338 7.57155 7.45667 11.5943 8.50994 11.4958 6.14838 7.20411 2.63473 2.47902 0.583791 6.17838 6.99206 15.5295 24.3048 15.5157 0.314672 
LINC02202 7.00862 3.62368 0.325195 2.20032 4.0832 4.74465 2.86607 0.088214 0.087214 0.115533 0.362983 0.409719 0.088386 0.076071 0.092641 0.135606 0.082446 0.143622 0.118004 0.219573 4.22156 2.03717 1.18422 1.9289 2.19733 0.940981 0.626743 0.530408 0.165703 0.807607 1.71666 0.479458 1.45288 2.6382 0.636078 0.366581 0.403261 0.917168 0.018592 0 0 0.708498 0.76612 0.731331 0.282753 3.2088 0.636578 0.160221 0.109265 0.151136 0.249469 0.307663 1.13433 0.881838 1.27439 1.08043 2.75186 1.26394 1.18447 0.340193 0.380719 0.067634 0.873765 0.457291 2.22258 2.52635 1.72964 0.057792 
ENSG00000279204 17.0424 6.91597 0.521039 3.09218 6.20489 7.71894 3.55025 0.152889 0.14293 0.169566 0.286156 0.363682 0.14226 0.121877 0.153798 0.195093 0.121579 0.207929 0.186843 0.286527 8.18439 3.41375 1.8581 2.18993 2.45896 1.21733 0.805718 0.75545 0.169987 1.41448 2.09221 0.616111 1.88362 3.02168 0.742724 0.534101 0.592249 0.971098 0.024778 0 0 1.65377 1.18013 0.968681 0.423975 4.60114 0.875473 0.205235 0.129029 0.482354 0.248091 0.366896 1.36046 1.23898 2.18872 1.41957 2.29714 1.325 1.06114 0.487552 0.545265 0.101987 1.24015 0.700202 2.58118 3.02974 1.82935 0.057155 
RNF145 45.7094 39.0293 53.7514 50.1334 55.412 52.9714 66.8951 12.7529 16.6553 19.024 58.1396 52.6925 25.4643 27.2974 13.1463 18.1371 22.7311 15.058 20.7529 13.0079 39.3955 41.1955 50.7037 56.4616 46.2125 44.2734 37.5306 33.1973 28.2763 36.5904 54.1632 70.7341 56.428 44.9684 18.8365 11.7013 17.2962 22.5514 6.46606 5.85012 7.19821 56.4754 109.393 52.2415 7.53052 61.6696 55.5867 7.72081 6.64686 42.2372 8.21596 62.549 51.6231 46.2235 48.4356 38.9086 79.8291 45.3916 53.2941 27.1971 25.2268 18.5024 35.7192 22.4801 53.894 46.9372 64.6356 25.1289 
ENSG00000288764 0.932119 0.689328 1.11249 1.24908 1.25014 1.13347 1.48835 0.70918 0.692021 0.701517 0.862751 0.819584 0.717152 0.818847 0.696992 0.935252 0.798373 0.622186 1.28599 0.776883 1.06237 1.08254 1.24633 1.17046 1.87645 0.787329 0.633478 0.65564 0.347526 1.38797 0.804856 0.923312 0.696408 2.07383 0.416716 0.240306 0.934471 3.30375 0.321255 0.589038 0.455827 0.876568 0.997734 0.936599 0.242454 1.77781 1.59563 0.41858 0.74713 2.68729 0.582039 4.45023 2.18395 0.666614 0.683956 0.779821 3.17768 1.25802 1.16967 0.728613 0.790164 0.826929 1.11685 21.3471 2.1575 1.82824 1.19139 0.219677 
UBLCP1 34.1734 25.7193 22.9475 39.7909 38.434 40.5568 27.042 16.7907 25.2331 19.2698 32.7461 26.0241 24.1789 40.5595 18.1601 23.8638 21.9785 16.3743 25.4456 20.3939 31.1106 50.2413 48.2395 37.8978 38.8887 27.1361 21.0053 18.7805 13.664 22.5453 29.3587 33.8947 28.8712 34.1308 12.0351 9.28829 12.6642 17.844 8.58981 10.9213 11.9626 34.8992 33.7141 23.4783 11.6966 37.5653 31.3808 10.5056 9.9188 13.6482 10.064 22.6334 26.9922 25.1081 26.5094 25.3125 40.5993 24.1517 37.5281 20.2051 19.7621 15.1212 24.8528 43.1506 29.7053 44.2837 35.5307 20.3652 
ADRA1B 2.73558 5.14378 1.75972 28.3139 2.8217 12.9578 0.513235 3.14187 8.2478 1.45656 1.06221 1.21947 8.29049 8.95365 1.95172 2.43563 1.18399 0.832392 0.332629 0.348164 2.04677 3.4138 0.033625 0.261684 0.915114 0.632918 0.817654 0.729139 0.463524 0.633767 1.42256 0.196158 1.14118 4.724 1.19184 0.791809 1.85612 0.915206 6.44665 4.754 4.64433 3.55501 4.99285 0.146962 0.184009 2.99482 3.75452 0.176418 0.071094 0.334606 0.162997 0.667308 0.612021 0.582224 1.004 1.48943 0.263411 1.19725 16.0613 0.646524 0.594085 0.438656 0.702345 0.556913 2.15824 1.68894 0.394953 0 
TTC1 30.4755 25.7444 31.8242 39.8262 36.8248 44.3996 29.0887 30.3721 37.9102 27.4461 51.3604 44.2115 40.3549 49.4405 30.2774 39.7235 31.0743 25.6935 41.2104 34.319 27.2601 40.2368 53.0258 28.755 33.7301 37.2676 27.0595 26.6723 21.0841 31.5691 35.4922 25.8488 35.9494 33.9143 26.8405 26.4677 18.4774 24.3598 12.9775 16.0825 19.3495 28.2496 28.637 22.6479 30.7758 39.7359 29.3355 8.44954 8.9683 18.3922 10.9607 27.1864 27.8105 26.1188 27.5286 23.7472 28.0713 26.3195 32.2151 19.7511 21.0907 16.1201 37.3045 34.6543 28.6047 35.6413 26.3083 17.8566 
PWWP2A 8.09096 6.79204 6.13238 9.46458 10.4569 10.7834 9.56899 3.45158 3.52713 4.24204 22.2575 17.899 3.96894 4.59075 4.65095 4.59069 4.0635 3.62476 8.8107 4.58098 7.39682 8.89598 11.7346 11.5209 13.9255 8.39229 9.09239 8.65087 9.56872 7.15931 7.08637 5.76094 6.49099 10.5499 3.09191 2.15876 3.96217 8.39991 2.96222 3.37786 2.85759 12.9913 7.66955 6.247 2.46332 10.7561 10.265 3.22193 4.23207 8.16201 3.71405 9.9556 10.2488 8.18886 8.85489 8.35083 15.3956 9.24091 10.2844 7.32966 8.45086 7.56 6.31691 7.48041 10.4318 11.3662 10.0982 2.31946 
FABP6 0 0 10.3624 0 0.0457475 0 0.96744 12.4545 15.8486 22.6688 5.0571 4.90602 9.61144 12.9428 14.3264 33.6302 30.809 20.6268 6.34261 25.2638 0 0 1.35111 0.718189 0.357205 0.322232 0.297428 0.509162 0.348283 0.607513 0.106801 0.975792 0.113688 2.55261 0.189251 0.94908 0.162336 0.143438 0 0 0 0 2.04205 0.09878 0 0.174121 0.066242 0 0 0.260326 0.061044 1.46268 0.107699 0.253319 0.309856 305.473 10.4666 1414.06 0.227561 0.43009 0.536127 0.484154 0.30601 4.74359 0.0981295 0.050739 0.396838 0.323443 
CCNJL 0.316695 0.409867 1.62254 0.71854 0.467145 0.389826 1.36118 0.343212 0.498078 0.481468 21.3438 19.3785 0.499653 0.469164 0.542311 0.40291 0.505619 0.40026 0.256774 0.36849 0.539492 0.0639675 0.072941 1.72476 1.97306 0.556434 2.73091 5.23239 6.10581 0.909685 0.534637 0.425815 0.511456 0.93706 1.06673 1.14295 0.747557 2.7533 0.159482 0.050274 0.080573 0.280356 4.98186 1.69495 0.0498085 0.585591 3.92076 0.0500285 0.030633 0.083506 0.0340135 2.41395 0.97324 0.229693 0.275768 1.52703 0.493013 1.03874 4.61869 2.64433 4.07347 4.32704 0.370847 10.0341 3.2071 0.449251 0.991529 16.4524 
C1QTNF2 4.58946 2.37996 0.572297 28.5365 16.8775 17.0616 3.5224 0.966481 1.31422 0.876714 4.27299 3.79863 1.34091 1.49706 0.947305 1.06117 1.61917 0.820875 0.751755 0.705953 2.77235 0.411922 0.012 5.00163 5.6391 3.82374 2.89922 1.95661 0.908775 2.90201 6.00948 1.45064 4.95663 6.86482 2.9658 1.28184 0.454194 0.632149 0.297905 0.036051 0.128336 4.35916 4.58298 2.00194 0.535363 7.33251 1.65072 0.199502 0.029252 0.377521 0.230473 0.898506 3.36325 1.98452 2.14108 2.96133 0.552594 2.11119 0.812024 1.80312 1.79622 0.381583 5.99963 3.87763 4.11678 5.91717 4.51658 0 
ZBED8 5.12064 3.92587 3.7785 11.8173 10.4541 11.3314 9.62142 3.53853 3.69674 4.26292 21.8384 20.0298 4.54552 4.87602 3.88486 5.28011 5.27517 3.5523 6.89948 3.87616 4.90803 6.41303 4.70584 10.8901 17.717 8.95376 3.78229 2.60055 1.76622 6.48259 8.36774 2.63824 7.73527 13.9935 3.31988 2.2199 3.06647 7.57514 1.32506 1.15052 0.850354 2.76137 4.62781 5.20464 1.56916 15.6852 21.0783 2.05957 3.11527 10.3493 2.45468 20.9015 9.50563 2.26957 2.67284 2.52647 3.10353 2.33644 4.27136 2.85716 2.57174 2.1262 3.89295 10.0107 10.1244 15.3217 8.43109 0.193046 
SLU7 29.9608 22.6623 21.5337 34.0254 30.0144 39.4169 28.1184 16.1393 22.9082 20.4915 42.498 33.7439 27.229 35.4113 17.2111 21.4166 22.6455 17.1461 24.7379 19.9275 28.4242 35.0186 38.2932 26.0942 31.2535 25.8065 19.8339 23.0208 16.1967 24.5019 26.1607 20.5873 25.9572 27.3988 12.5733 11.2747 11.448 18.5308 6.65973 7.97307 10.4203 21.9344 27.1177 21.589 25.2627 34.3122 28.0189 8.57838 8.03752 17.6737 9.40579 22.609 23.2992 24.4411 25.3956 23.1356 37.3217 25.7414 29.2833 17.8225 20.1132 14.8092 26.2823 36.8937 31.968 29.6481 25.022 16.9696 
PTTG1 2.44641 2.53437 2.02834 4.20605 3.53025 2.08492 3.08282 1.89357 3.62272 1.41198 2.67698 2.05182 3.87381 5.78321 3.39025 2.81788 4.04479 1.06011 1.46696 1.65549 2.38014 60.9836 162.085 15.8795 2.68331 1.81896 8.01533 18.6578 17.3956 2.49451 1.45267 42.6213 1.38064 3.04806 1.4 0.450733 0.981486 2.2293 0.61109 0.27937 0.786656 3.79483 7.21755 4.1924 0.801041 5.24411 1.59201 0.517336 0.591676 2.29125 0.670877 4.09475 2.67639 15.8413 14.8919 10.0221 15.3373 23.7563 13.2028 2.97918 3.64914 4.0269 2.42373 169.949 40.6259 2.21673 18.1053 7.22947 
MIR3142HG 0.536502 0.287145 0.102674 0.172561 0.311724 0.085115 0.212706 0.060474 0.063018 0.0808095 0.035888 0.044652 0.083395 0.074813 0.080334 0.074112 0.08552 0.0621755 0.137839 0.086146 0.379936 0.474402 112.144 0.271026 0.324447 0.353595 1.32425 2.13913 2.88891 0.687919 0.291803 0.351548 0.293623 0.218867 0.085744 0.061473 0.307224 0.184567 0.098422 0.347803 0.401498 2.90194 1.28162 9.80514 0.0179145 2.24502 0.085273 0.070102 0.145102 0.092207 0.14425 0.103833 0.249674 0.829754 0.939743 2.4302 13.9448 4.4151 4.05848 0.328401 0.359301 0.279027 0.220161 0.158046 0.475238 0.152322 0.160799 0.280452 
ATP10B 0.039525 0.038142 0.01331 0.01978 0.132626 0.025747 0.196986 2.08307 1.2823 2.02654 1.53788 3.76001 1.93531 1.60386 2.69558 1.32349 1.40617 2.27788 12.3781 3.28253 0.062246 0.007854 0.110237 1.38982 0.060026 0.171797 19.1645 30.555 32.9366 2.56372 0.070738 7.36699 0.071837 0.118644 0.032401 0.0103135 0.018154 0.141423 0.0181565 0 0.008408 2.41411 0.045164 2.24452 0.009608 8.80819 0.031671 1.17237 0.521278 0.152208 0.740843 0.041878 0.068057 9.7323 11.7259 7.43369 0.362039 9.266 0.022146 0.536404 1.01173 0.771345 0.0290945 0.404128 0.10258 0.019698 3.70875 0.005589 
GABRB2 0.330956 0.593609 0.900286 0.078157 0.117378 0.114254 0.04899 5.23883 14.337 6.99281 69.4657 46.5504 17.4908 34.6744 5.14469 3.71809 8.54459 5.2387 0.512878 1.82398 0.183305 0 0.087026 0.127281 0.299407 0.043411 0.111138 0.081074 0.091262 0.023536 0.144298 0.0247335 0.077333 0.140873 0.032137 0.013652 0.178796 0.193539 0.0048085 0.005122 0.007611 0.0454565 0.651716 0.438921 0.0796335 0.136979 0.067655 0.0164885 0.009674 0.048225 0.008789 0.353724 0.099181 0.073135 0.066262 0.137168 0.012428 0.0988395 1.41092 0.132965 0.117693 0.118831 0.0829425 0.484618 0.124726 0.123055 0.105568 0.005111 
GABRA6 0 0 0 0 0 0 0 0.146965 0.26929 0.21961 352.922 247.156 0.469871 0.621776 0.148642 0.088582 0.365059 0.154095 0.574266 0.082367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012023 0 0 0 0 0 0 0 0 0 0 0 0.022623 0.0184445 0.02791 0 0 0 0 0 0 0 0 0 0 0 0.897247 0 0 0 0 
GABRA1 0 0.012239 0.014757 0 0 0 0 8.69305 27.1971 5.11067 93.9623 63.7655 34.4299 64.3707 9.46043 9.43193 9.03592 4.63331 1.07514 3.93537 0 0 0 0 0 0.01706 0.013269 0 0 0 0 0 0 0 0.005759 0 0.005192 0 0 0.009402 0.011816 0.0172345 0.0100385 0 0 0 0 0.0059785 0.010983 0.069795 0.0042785 0.082117 0.0265475 0 0 0.010212 0 0 0.018438 0.090797 0.134238 0.117805 0 0.190359 0.005595 0 0 0 
GABRG2 0 0 0.011025 0 0 0 0 3.00777 7.10403 3.46873 20.4012 15.3669 10.6139 18.8579 2.96944 7.93916 8.12167 2.38325 0.558958 1.31426 0 0 0.003066 0 0 0.147065 0.062504 0.0245875 0.0019165 0.078117 0.027415 0 0.030919 0.002484 0.002881 0.0011875 0.001374 0 0 0.003153 0 0 0.0040085 0 0 0 0 0.011659 0.010163 0.491903 0.0106805 3.23934 0.0049065 0 0 0.031135 0 0.013111 0 0.047468 0.033879 0.027156 0.0717555 0.156087 0.0052025 0.003039 0.003639 0 
CCNG1 80.0709 65.2271 60.2809 78.6867 68.0769 84.3158 100.192 17.5014 17.6153 18.6385 28.0177 23.0087 17.6408 21.4383 17.6534 20.795 18.1649 16.4886 60.3346 26.4991 71.1584 183.441 190.235 71.7899 82.2629 84.398 69.3655 64.2504 53.6736 67.5437 71.3635 45.6769 74.3873 74.459 32.8802 25.8233 55.8059 42.1408 34.202 37.0299 38.2595 61.6486 63.0535 74.0285 77.6653 76.2042 148.84 57.7511 34.3881 36.4092 39.272 31.3586 84.1708 32.8236 34.8165 69.3937 56.5529 74.5416 45.4014 70.4282 84.5386 70.6405 84.4828 30.5399 62.9165 93.578 71.2593 16.9981 
NUDCD2 6.79517 5.79299 4.73901 6.22554 6.0151 6.13375 5.78023 4.63871 4.66682 4.36603 6.24138 5.98588 4.72917 5.63256 4.75888 4.63082 4.69277 4.20213 11.0205 5.8119 6.47109 9.77776 11.019 5.9375 6.58617 6.41151 5.4505 6.35349 5.14523 5.99948 5.7526 5.16816 6.0072 7.03736 2.27814 1.62552 3.32985 4.77289 4.08012 4.33166 4.43342 5.82653 6.09897 4.65547 2.57673 8.59798 6.7713 2.98162 2.8241 4.90104 3.01464 5.59602 5.95223 6.06581 5.78462 6.37027 8.39635 6.58324 5.79737 4.20712 4.65454 3.38872 6.30257 7.59655 6.75154 7.3446 6.22764 0.950794 
HMMR 0.309321 0.318336 0.534577 0.31087 0.402403 0.18675 0.230813 0.173697 0.212789 0.152321 0.115079 0.128258 0.230803 0.321351 0.194148 0.24363 0.153086 0.133025 1.00023 0.349965 0.288444 21.4765 62.0533 1.11748 0.281315 0.160462 1.80353 4.06468 4.22749 0.43581 0.143665 4.40466 0.145645 0.491956 0.237016 0.179049 0.402775 0.295158 0.343135 0.3062 0.526079 0.549209 0.811189 0.58049 0.438637 0.376061 0.314195 0.145492 0.157368 0.152078 0.174338 0.29781 0.337045 1.52764 1.44078 2.57916 4.81797 5.80921 2.59526 0.638321 0.90979 0.912083 0.15183 24.8022 0.439189 0.181176 1.69103 0.478651 
MAT2B 39.7498 33.4572 39.2793 45.2646 42.1816 50.7104 41.1529 16.8305 23.6901 19.7677 55.0032 33.5794 20.6947 37.0815 16.3786 24.5147 23.7143 15.9254 20.5415 18.1864 38.9918 55.3 75.2345 39.4429 44.8986 38.5665 37.4143 36.3785 34.5271 28.7822 36.1449 33.6374 35.9056 45.3912 22.0582 17.2042 29.384 35.4501 16.183 11.7009 14.8 40.4162 45.1414 34.1544 19.5734 35.3454 57.6648 9.18682 7.11099 12.0493 8.32403 26.8134 37.8178 32.8183 33.0327 48.3791 82.512 54.2178 63.3994 27.2355 27.6162 19.2146 28.4135 30.3771 61.8921 52.3741 43.4119 26.9692 
ENSG00000229119 6.38015 6.44055 4.40668 3.96598 4.9953 4.03553 4.93551 1.14606 0.963842 0.920147 1.3226 1.21999 0.916207 1.02842 1.16124 1.11264 1.09081 0.786443 1.69 1.07665 6.49769 8.90661 11.2649 7.78047 6.23371 5.55741 5.05535 10.34 9.814 9.59245 4.73672 8.45045 4.58281 5.36115 2.31972 1.42721 2.45273 3.83032 2.78683 7.08993 5.48555 8.53418 5.90114 5.42084 3.93597 4.90808 11.9638 5.8849 12.126 6.49002 10.6585 3.99097 6.69706 10.3082 10.8006 4.7254 21.3257 13.3495 5.00863 5.03126 7.90071 8.3417 8.91331 2.41245 6.25588 6.98546 7.79471 2.5094 
TENM2 0.105627 0.077733 0.63452 0.123665 0.196762 0.070683 0.260032 2.66382 4.66859 2.91633 1.04183 1.49837 7.82205 7.40156 2.81419 3.07805 4.62336 1.38045 0.341956 0.966454 0.625584 11.2204 0.114855 1.58565 0.17528 0.454231 0.175387 0.068825 0.0266505 0.16304 0.28245 2.55235 0.254234 0.271284 14.5697 20.9324 0.790115 0.051265 0.362343 0.348806 0.341674 0.14872 0.381777 0.567833 0.027334 12.5433 0.25627 0.0535145 0.018061 0.96925 0.0464625 0.731343 1.37546 4.08601 4.25701 0.086248 0.028048 0.051428 0.029576 0.185936 0.158382 0.076354 0.325108 2.93732 0.498581 0.056708 3.60165 0.006851 
WWC1 0.201692 3.35951 0.216177 0.067014 0.111328 0.055768 0.875545 12.5715 15.7032 17.9502 4.40134 6.51812 14.7111 14.1764 10.1682 10.3789 16.7409 14.8135 7.64083 11.8195 5.47202 4.7984 0.533281 4.40304 0.282767 0.282931 2.09496 4.14629 4.43421 0.332411 0.537309 11.2956 0.980233 1.78841 0.237592 0.095934 21.3811 36.552 6.78682 8.882 8.17236 20.6619 16.2734 31.3194 0.017589 0.382796 0.468179 7.45068 5.68398 4.97785 6.01011 5.28495 12.7773 13.735 14.3585 5.0444 1.28665 6.07425 0.347771 11.8486 13.976 14.0922 0.208622 1.67708 19.1187 0.056411 5.81295 0.062622 
RARS1 45.8161 41.9942 41.5001 50.1696 47.9506 47.7139 48.4725 10.9654 15.0166 14.4247 39.2835 34.072 20.8661 22.3828 12.5761 17.2407 15.2033 11.7482 11.7091 12.291 47.1663 148.542 108.456 55.3534 55.5603 46.063 43.6907 51.8375 46.7645 55.22 41.8428 58.2561 42.1244 52.0683 22.937 19.6083 22.388 35.1916 21.8308 25.5079 30.806 58.8259 48.1174 47.0678 23.7201 51.6119 46.3195 26.2936 30.8962 52.5668 32.0769 46.5364 46.5054 56.6638 59.6712 52.8823 72.799 65.4942 52.6894 39.4412 49.8896 39.3902 47.2748 52.2358 49.5334 56.2757 55.8436 9.53585 
FBLL1 0.225365 0.301716 1.24749 0.28892 0.30286 0.173302 0.404005 22.0537 39.3157 17.9083 45.1675 40.1081 39.8186 51.1858 22.9624 48.3532 26.7554 15.8187 7.4641 15.8875 0.881686 0.500417 0.190047 0.740123 0.986644 1.64171 0.85665 0.523536 0.096551 0.957504 0.646696 0.179825 0.611554 0.617504 0.252598 0.101364 0.318175 0.621294 0.334199 0.3452 0.059908 2.69122 0.225591 1.1208 0.069423 0.406063 1.51656 0.537017 0.371189 19.8465 0.797431 32.7127 1.50967 0.600256 0.68722 0.597843 0.175819 0.672107 0.365449 0.652399 0.6068 0.566824 1.2913 15.4866 0.42754 0.370833 0.420461 0.028904 
